"FID","SUBTYPE","JURISDICTI","OWNER","SOURCE","LOCAL_ID","FACILITYID","Lat","Long","Subbasin"
"478.0","15.0","City of Grandville","City of Grandville"," "," ","40162124","42.8791596224","-85.748175922","Rush Creek"
"479.0","15.0","City of Grandville","City of Grandville"," "," ","40162008","42.8884904575","-85.7472305256","Rush Creek"
"480.0","15.0","City of Grandville","City of Grandville"," "," ","40159299","42.9089219011","-85.7720418018","Direct Drainage to Lower Grand River"
"481.0","15.0","City of Grandville","City of Grandville"," "," ","40160882","42.8781299827","-85.7624113387","Rush Creek"
"482.0","15.0","City of Grandville","City of Grandville"," "," ","40162007","42.8884009372","-85.7471030932","Rush Creek"
"483.0","15.0","City of Grandville","City of Grandville"," "," ","40160956","42.8793366234","-85.7630410838","Rush Creek"
"484.0","16.0","City of Grandville","City of Grandville"," "," ","40159662","42.8888503849","-85.7506552432","Rush Creek"
"485.0","15.0","City of Grandville","City of Grandville"," "," ","40158186","42.8796089595","-85.7606979266","Rush Creek"
"486.0","15.0","City of Grandville","City of Grandville"," "," ","40161037","42.8827482927","-85.7584991393","Rush Creek"
"487.0","15.0","City of Grandville","City of Grandville"," "," ","40161231","42.8786422824","-85.7372411655","Buck Creek"
"488.0","15.0","City of Grandville","City of Grandville"," "," ","40158551","42.8821374285","-85.759728857","Rush Creek"
"489.0","15.0","City of Grandville","City of Grandville"," "," ","40160919","42.8789734887","-85.7644553894","Rush Creek"
"490.0","15.0","City of Grandville","City of Grandville"," "," ","40158473","42.8809702687","-85.7529394826","Rush Creek"
"491.0","15.0","City of Grandville","City of Grandville"," "," ","40160901","42.8794795969","-85.7636795766","Rush Creek"
"492.0","15.0","City of Grandville","City of Grandville"," "," ","40160900","42.8794770536","-85.7635661212","Rush Creek"
"493.0","15.0","City of Grandville","City of Grandville"," "," ","40158541","42.8783426058","-85.7521653576","Rush Creek"
"494.0","15.0","City of Grandville","City of Grandville"," "," ","40163321","42.9081969007","-85.7597442058","Direct Drainage to Lower Grand River"
"495.0","15.0","City of Grandville","City of Grandville"," "," ","40163374","42.9063718494","-85.7594071928","Direct Drainage to Lower Grand River"
"496.0","16.0","City of Grandville","City of Grandville"," "," ","40158052","42.8903039834","-85.7542550731","Rush Creek"
"497.0","15.0","City of Grandville","City of Grandville"," "," ","40160758","42.8818522579","-85.7454874928","Rush Creek"
"498.0","15.0","City of Grandville","City of Grandville"," "," ","40160870","42.8789495514","-85.7627156345","Rush Creek"
"499.0","15.0","City of Grandville","City of Grandville"," "," ","40158268","42.87786716","-85.7540993745","Rush Creek"
"500.0","15.0","City of Grandville","City of Grandville"," "," ","40158001","42.8786344795","-85.744834986","Rush Creek"
"501.0","15.0","City of Grandville","City of Grandville"," "," ","40160907","42.8794805912","-85.7638595006","Rush Creek"
"502.0","15.0","City of Grandville","City of Grandville"," "," ","40160961","42.8793415557","-85.7634435023","Rush Creek"
"503.0","15.0","City of Grandville","City of Grandville"," "," ","40160941","42.8801855846","-85.7629551793","Rush Creek"
"504.0","15.0","City of Grandville","City of Grandville"," "," ","40223156","42.8813906878","-85.7717284506","Rush Creek"
"505.0","15.0","City of Grandville","City of Grandville"," "," ","40157846","42.8835891503","-85.7566270653","Rush Creek"
"506.0","15.0","City of Grandville","City of Grandville"," "," ","40160938","42.8807691202","-85.7628922723","Rush Creek"
"507.0","15.0","City of Grandville","City of Grandville"," "," ","40160898","42.8787101803","-85.7636049483","Rush Creek"
"508.0","15.0","City of Grandville","City of Grandville"," "," ","40160940","42.880348926","-85.7633821883","Rush Creek"
"509.0","15.0","City of Grandville","City of Grandville"," "," ","40158790","42.8874243044","-85.7748801838","Rush Creek"
"510.0","15.0","City of Grandville","City of Grandville"," "," ","40158838","42.8868279885","-85.7745005817","Rush Creek"
"511.0","15.0","City of Grandville","City of Grandville"," "," ","40160738","42.8817506583","-85.7444071655","Rush Creek"
"512.0","15.0","City of Grandville","City of Grandville"," "," ","40158226","42.8782838697","-85.7573574668","Rush Creek"
"513.0","15.0","City of Grandville","City of Grandville"," "," ","40158240","42.8786990341","-85.7566868128","Rush Creek"
"514.0","15.0","City of Grandville","City of Grandville"," "," ","40158256","42.878682083","-85.7551026389","Rush Creek"
"515.0","15.0","City of Grandville","City of Grandville"," "," ","40158170","42.8796646907","-85.7621061758","Rush Creek"
"516.0","15.0","City of Grandville","City of Grandville"," "," ","40158721","42.887692488","-85.7752009361","Rush Creek"
"517.0","15.0","City of Grandville","City of Grandville"," "," ","40158751","42.8876256846","-85.7735163249","Rush Creek"
"518.0","15.0","City of Grandville","City of Grandville"," "," ","40160821","42.8797270523","-85.7624970101","Rush Creek"
"519.0","15.0","City of Grandville","City of Grandville"," "," ","40160834","42.8803215887","-85.7624608581","Rush Creek"
"520.0","15.0","City of Grandville","City of Grandville"," "," ","40160835","42.8803221031","-85.7624816922","Rush Creek"
"521.0","15.0","City of Grandville","City of Grandville"," "," ","40160860","42.8792899651","-85.7625618992","Rush Creek"
"522.0","15.0","City of Grandville","City of Grandville"," "," ","40158717","42.8877106935","-85.7753428335","Rush Creek"
"523.0","15.0","City of Grandville","City of Grandville"," "," ","40158827","42.8862011408","-85.7739702669","Rush Creek"
"524.0","15.0","City of Grandville","City of Grandville"," "," ","40158826","42.8862739997","-85.7739370663","Rush Creek"
"525.0","15.0","City of Grandville","City of Grandville"," "," ","40158231","42.8782492621","-85.7566989712","Rush Creek"
"526.0","15.0","City of Grandville","City of Grandville"," "," ","40160823","42.879726565","-85.7624716989","Rush Creek"
"527.0","15.0","City of Grandville","City of Grandville"," "," ","40160862","42.8793415065","-85.7623456228","Rush Creek"
"528.0","15.0","City of Grandville","City of Grandville"," "," ","40158171","42.8794542158","-85.7621093429","Rush Creek"
"529.0","15.0","City of Grandville","City of Grandville"," "," ","40158825","42.8863405417","-85.7743194666","Rush Creek"
"530.0","15.0","City of Grandville","City of Grandville"," "," ","40159684","42.8828225684","-85.7436022091","Rush Creek"
"531.0","15.0","City of Grandville","City of Grandville"," "," ","40160819","42.8797267858","-85.7627135203","Rush Creek"
"532.0","15.0","City of Grandville","City of Grandville"," "," ","40158848","42.887379208","-85.7734610498","Rush Creek"
"533.0","15.0","City of Grandville","City of Grandville"," "," ","40158750","42.887555765","-85.7735560126","Rush Creek"
"534.0","15.0","City of Grandville","City of Grandville"," "," ","40159685","42.8828123295","-85.7433993467","Rush Creek"
"535.0","15.0","City of Grandville","City of Grandville"," "," ","40160837","42.8803239968","-85.7627044756","Rush Creek"
"536.0","15.0","City of Grandville","City of Grandville"," "," ","40160833","42.8803203191","-85.7623151468","Rush Creek"
"537.0","15.0","City of Grandville","City of Grandville"," "," ","40160861","42.8793577334","-85.7624800266","Rush Creek"
"538.0","15.0","City of Grandville","City of Grandville"," "," ","40158837","42.8872106284","-85.7744830846","Rush Creek"
"539.0","15.0","City of Grandville","City of Grandville"," "," ","40160851","42.8810433846","-85.7622712921","Rush Creek"
"540.0","15.0","City of Grandville","City of Grandville"," "," ","40158251","42.8782366305","-85.7551122213","Rush Creek"
"541.0","15.0","City of Grandville","City of Grandville"," "," ","40160859","42.8792718082","-85.7625857823","Rush Creek"
"542.0","15.0","City of Grandville","City of Grandville"," "," ","40158828","42.8860107498","-85.7739358217","Rush Creek"
"543.0","15.0","City of Grandville","City of Grandville"," "," ","40160854","42.8810484076","-85.762645258","Rush Creek"
"544.0","15.0","City of Grandville","City of Grandville"," "," ","40160853","42.8810483496","-85.7625113294","Rush Creek"
"545.0","15.0","City of Grandville","City of Grandville"," "," ","40160852","42.8810470022","-85.762450074","Rush Creek"
"546.0","15.0","City of Grandville","City of Grandville"," "," ","40160737","42.8818458273","-85.7444165182","Rush Creek"
"547.0","15.0","City of Grandville","City of Grandville"," "," ","40225806","42.8786886217","-85.756571212","Rush Creek"
"548.0","15.0","City of Grandville","City of Grandville"," "," ","40225808","42.8784362391","-85.7565759572","Rush Creek"
"549.0","15.0","City of Grandville","City of Grandville"," "," ","40225812","42.8781265599","-85.7564196407","Rush Creek"
"550.0","15.0","City of Grandville","City of Grandville"," "," ","40225814","42.8781166179","-85.7554010198","Rush Creek"
"551.0","15.0","City of Grandville","City of Grandville"," "," ","40225816","42.8784219383","-85.7552308921","Rush Creek"
"552.0","15.0","City of Grandville","City of Grandville"," "," ","40225821","42.8786746481","-85.7552266012","Rush Creek"
"553.0","15.0","City of Grandville","City of Grandville"," "," ","40225846","42.8815006616","-85.7626357078","Rush Creek"
"554.0","15.0","City of Grandville","City of Grandville"," "," ","40225847","42.8815054274","-85.7624793568","Rush Creek"
"555.0","15.0","City of Grandville","City of Grandville"," "," ","40225848","42.8814995307","-85.7622595972","Rush Creek"
"556.0","15.0","City of Grandville","City of Grandville"," "," ","40225852","42.8816447212","-85.7624653291","Rush Creek"
"557.0","15.0","City of Grandville","City of Grandville"," "," ","40225854","42.8821060117","-85.7626143723","Rush Creek"
"558.0","15.0","City of Grandville","City of Grandville"," "," ","40225855","42.8821054808","-85.7625016317","Rush Creek"
"559.0","15.0","City of Grandville","City of Grandville"," "," ","40225856","42.8821059705","-85.7624614753","Rush Creek"
"560.0","15.0","City of Grandville","City of Grandville"," "," ","40225857","42.8821048119","-85.7622437632","Rush Creek"
"561.0","15.0","City of Grandville","City of Grandville"," "," ","40225861","42.8822033667","-85.7620542154","Rush Creek"
"562.0","15.0","City of Grandville","City of Grandville"," "," ","40225863","42.882477577","-85.7623461083","Rush Creek"
"563.0","15.0","City of Grandville","City of Grandville"," "," ","40225864","42.8826487594","-85.762276272","Rush Creek"
"564.0","15.0","City of Grandville","City of Grandville"," "," ","40225866","42.8823345638","-85.7623526032","Rush Creek"
"565.0","15.0","City of Grandville","City of Grandville"," "," ","40225871","42.8823211992","-85.7633994254","Rush Creek"
"566.0","15.0","City of Grandville","City of Grandville"," "," ","40225872","42.8824952702","-85.7633369459","Rush Creek"
"567.0","15.0","City of Grandville","City of Grandville"," "," ","40225873","42.8821906208","-85.7634118659","Rush Creek"
"568.0","15.0","City of Grandville","City of Grandville"," "," ","40161940","42.8859821831","-85.7442286587","Rush Creek"
"569.0","15.0","City of Grandville","City of Grandville"," "," ","40225824","42.8819498653","-85.7441836097","Rush Creek"
"570.0","15.0","City of Grandville","City of Grandville"," "," ","40225827","42.881847806","-85.7450951937","Rush Creek"
"571.0","15.0","City of Grandville","City of Grandville"," "," ","40225831","42.8817556801","-85.7462799795","Rush Creek"
"572.0","15.0","City of Grandville","City of Grandville"," "," ","40225834","42.8819676682","-85.7463896789","Rush Creek"
"573.0","16.0","City of Grandville","City of Grandville"," "," ","40201483","42.8859631331","-85.7821643445","Rush Creek"
"574.0","16.0","City of Grandville","City of Grandville"," "," ","40201488","42.8872677418","-85.7821544591","Rush Creek"
"575.0","15.0","City of Grandville","City of Grandville"," "," ","40161409","42.8861523884","-85.7538331567","Rush Creek"
"576.0","15.0","City of Grandville","City of Grandville"," "," ","40157845","42.8838676522","-85.7566222999","Rush Creek"
"577.0","16.0","City of Grandville","City of Grandville"," "," ","40201487","42.8872746654","-85.7823684108","Rush Creek"
"578.0","16.0","City of Grandville","City of Grandville"," "," ","40201482","42.8859605132","-85.7823762238","Rush Creek"
"579.0","15.0","City of Grandville","City of Grandville"," "," ","40162664","42.9098668124","-85.7580836965","Direct Drainage to Lower Grand River"
"580.0","15.0","City of Grandville","City of Grandville"," "," ","40162674","42.9097227682","-85.7613907486","Direct Drainage to Lower Grand River"
"581.0","15.0","City of Grandville","City of Grandville"," "," ","40162693","42.9096411865","-85.7615906998","Direct Drainage to Lower Grand River"
"582.0","15.0","City of Grandville","City of Grandville"," "," ","40163495","42.9139074039","-85.761676755","Direct Drainage to Lower Grand River"
"583.0","15.0","City of Grandville","City of Grandville"," "," ","40161522","42.9199632855","-85.7553071866","Direct Drainage to Lower Grand River"
"584.0","15.0","City of Grandville","City of Grandville"," "," ","40158162","42.9192143867","-85.7487383551","Direct Drainage to Lower Grand River"
"585.0","15.0","City of Grandville","City of Grandville"," "," ","40158163","42.9194054904","-85.749078084","Direct Drainage to Lower Grand River"
"586.0","15.0","City of Grandville","City of Grandville"," "," ","40158165","42.9197993195","-85.7495198029","Direct Drainage to Lower Grand River"
"587.0","15.0","City of Grandville","City of Grandville"," "," ","40159311","42.9088738644","-85.7732542753","Buck Creek"
"588.0","15.0","City of Grandville","City of Grandville"," "," ","40162981","42.9100882278","-85.763201593","Direct Drainage to Lower Grand River"
"589.0","15.0","City of Grandville","City of Grandville"," "," ","40163030","42.9128327294","-85.7631942","Direct Drainage to Lower Grand River"
"590.0","15.0","City of Grandville","City of Grandville"," "," ","40161558","42.9199247993","-85.7564801834","Direct Drainage to Lower Grand River"
"591.0","15.0","City of Grandville","City of Grandville"," "," ","40161565","42.9198037906","-85.7553045031","Direct Drainage to Lower Grand River"
"592.0","15.0","City of Grandville","City of Grandville"," "," ","40162995","42.9110636307","-85.7632950273","Direct Drainage to Lower Grand River"
"593.0","15.0","City of Grandville","City of Grandville"," "," ","40162767","42.9101222296","-85.7613864981","Direct Drainage to Lower Grand River"
"594.0","15.0","City of Grandville","City of Grandville"," "," ","40162692","42.9096562545","-85.7616919531","Direct Drainage to Lower Grand River"
"595.0","15.0","City of Grandville","City of Grandville"," "," ","40163453","42.9107682551","-85.7581593701","Direct Drainage to Lower Grand River"
"596.0","15.0","City of Grandville","City of Grandville"," "," ","40158167","42.9200030941","-85.7494463165","Direct Drainage to Lower Grand River"
"597.0","15.0","City of Grandville","City of Grandville"," "," ","40158161","42.9194071675","-85.7486957626","Direct Drainage to Lower Grand River"
"598.0","15.0","City of Grandville","City of Grandville"," "," ","40158118","42.9198318206","-85.7493054137","Direct Drainage to Lower Grand River"
"599.0","15.0","City of Grandville","City of Grandville"," "," ","40163056","42.9092791115","-85.7567031361","Direct Drainage to Lower Grand River"
"600.0","15.0","City of Grandville","City of Grandville"," "," ","40158095","42.9199190597","-85.7493852171","Direct Drainage to Lower Grand River"
"601.0","15.0","City of Grandville","City of Grandville"," "," ","40162975","42.9094301306","-85.7631548957","Direct Drainage to Lower Grand River"
"602.0","15.0","City of Grandville","City of Grandville"," "," ","40163437","42.9096807525","-85.7596364501","Direct Drainage to Lower Grand River"
"603.0","15.0","City of Grandville","City of Grandville"," "," ","40161559","42.9198302166","-85.7564790296","Direct Drainage to Lower Grand River"
"604.0","15.0","City of Grandville","City of Grandville"," "," ","40162766","42.9101490634","-85.7613035863","Direct Drainage to Lower Grand River"
"605.0","15.0","City of Grandville","City of Grandville"," "," ","40162675","42.9096114942","-85.7613562455","Direct Drainage to Lower Grand River"
"606.0","15.0","City of Grandville","City of Grandville"," "," ","40163436","42.9097923652","-85.7596589362","Direct Drainage to Lower Grand River"
"607.0","15.0","City of Grandville","City of Grandville"," "," ","40158159","42.919405523","-85.7483247931","Direct Drainage to Lower Grand River"
"608.0","15.0","City of Grandville","City of Grandville"," "," ","40158164","42.9192163976","-85.7491197869","Direct Drainage to Lower Grand River"
"609.0","15.0","City of Grandville","City of Grandville"," "," ","40162662","42.9096696482","-85.7582630955","Direct Drainage to Lower Grand River"
"610.0","15.0","City of Grandville","City of Grandville"," "," ","40119126","42.9099773217","-85.7615989115","Direct Drainage to Lower Grand River"
"611.0","15.0","City of Grandville","City of Grandville"," "," ","40161560","42.9197019632","-85.7562220876","Direct Drainage to Lower Grand River"
"612.0","15.0","City of Grandville","City of Grandville"," "," ","40158158","42.9192176842","-85.7479371581","Direct Drainage to Lower Grand River"
"613.0","15.0","City of Grandville","City of Grandville"," "," ","40108713","42.9100457817","-85.761466873","Direct Drainage to Lower Grand River"
"614.0","15.0","City of Grandville","City of Grandville"," "," ","40163006","42.9119262147","-85.7631656025","Direct Drainage to Lower Grand River"
"615.0","15.0","City of Grandville","City of Grandville"," "," ","40162976","42.9094796599","-85.7630068273","Direct Drainage to Lower Grand River"
"616.0","15.0","City of Grandville","City of Grandville"," "," ","40162618","42.9097328753","-85.7583378039","Direct Drainage to Lower Grand River"
"617.0","15.0","City of Grandville","City of Grandville"," "," ","40158119","42.9188251048","-85.7493864594","Direct Drainage to Lower Grand River"
"618.0","15.0","City of Grandville","City of Grandville"," "," ","40162792","42.9102884123","-85.7613065028","Direct Drainage to Lower Grand River"
"619.0","15.0","City of Grandville","City of Grandville"," "," ","40163029","42.9128273042","-85.7634185408","Direct Drainage to Lower Grand River"
"620.0","15.0","City of Grandville","City of Grandville"," "," ","40163007","42.9110758323","-85.7631045965","Direct Drainage to Lower Grand River"
"621.0","15.0","City of Grandville","City of Grandville"," "," ","40163057","42.9092780143","-85.7565968225","Direct Drainage to Lower Grand River"
"622.0","15.0","City of Grandville","City of Grandville"," "," ","40163005","42.9119209009","-85.7633515618","Direct Drainage to Lower Grand River"
"623.0","15.0","City of Grandville","City of Grandville"," "," ","40158160","42.9192183253","-85.7483663912","Direct Drainage to Lower Grand River"
"624.0","15.0","City of Grandville","City of Grandville"," "," ","40162665","42.909845549","-85.7583543008","Direct Drainage to Lower Grand River"
"625.0","15.0","City of Grandville","City of Grandville"," "," ","40161520","42.9197044239","-85.7560961578","Direct Drainage to Lower Grand River"
"626.0","15.0","City of Grandville","City of Grandville"," "," ","40162522","42.9098414102","-85.7550572407","Direct Drainage to Lower Grand River"
"627.0","15.0","City of Grandville","City of Grandville"," "," ","40158116","42.9192140621","-85.7493996698","Direct Drainage to Lower Grand River"
"628.0","15.0","City of Grandville","City of Grandville"," "," ","40163454","42.9106377517","-85.7581692786","Direct Drainage to Lower Grand River"
"629.0","15.0","City of Grandville","City of Grandville"," "," ","40162663","42.9096703663","-85.7581339736","Direct Drainage to Lower Grand River"
"630.0","15.0","City of Grandville","City of Grandville"," "," ","40159299","42.9089219011","-85.7720418018","Direct Drainage to Lower Grand River"
"631.0","15.0","City of Grandville","City of Grandville"," "," ","40162791","42.9102779848","-85.761342482","Direct Drainage to Lower Grand River"
"632.0","15.0","City of Grandville","City of Grandville"," "," ","40163438","42.909668677","-85.7599139801","Direct Drainage to Lower Grand River"
"633.0","15.0","City of Grandville","City of Grandville"," "," ","40272766","42.9091552031","-85.7363951738","Direct Drainage to Lower Grand River"
"634.0","15.0","City of Grandville","City of Grandville"," "," ","40272767","42.9090616046","-85.7364175601","Direct Drainage to Lower Grand River"
"635.0","15.0","City of Grandville","City of Grandville"," "," ","40272773","42.9091855241","-85.7350031175","Direct Drainage to Lower Grand River"
"636.0","15.0","City of Grandville","City of Grandville"," "," ","40272774","42.9090901915","-85.7350806534","Direct Drainage to Lower Grand River"
"637.0","15.0","City of Grandville","City of Grandville"," "," ","40272783","42.9090959501","-85.7392112856","Direct Drainage to Lower Grand River"
"638.0","15.0","City of Grandville","City of Grandville"," "," ","40272784","42.9090028672","-85.7392089177","Direct Drainage to Lower Grand River"
"639.0","15.0","City of Grandville","City of Grandville"," "," ","40272785","42.9090791801","-85.7400527335","Direct Drainage to Lower Grand River"
"640.0","15.0","City of Grandville","City of Grandville"," "," ","40272786","42.9089847663","-85.7400685185","Direct Drainage to Lower Grand River"
"641.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0001","42.972842204","-85.8852527506","Direct Drainage to Lower Grand River"
"642.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0002","42.9728039147","-85.8854002551","Direct Drainage to Lower Grand River"
"643.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0003","42.9732548015","-85.8854537457","Direct Drainage to Lower Grand River"
"644.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0004","42.9733881256","-85.8855771924","Direct Drainage to Lower Grand River"
"645.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0005","42.9735238014","-85.8847393274","Direct Drainage to Lower Grand River"
"646.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0006","42.9736102375","-85.8848757593","Direct Drainage to Lower Grand River"
"647.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0007","42.9751720091","-85.8845323865","Direct Drainage to Lower Grand River"
"648.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0008","42.975180048","-85.884709311","Direct Drainage to Lower Grand River"
"649.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0009","42.9760799076","-85.8845688186","Direct Drainage to Lower Grand River"
"650.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0010","42.9762489946","-85.8847355624","Direct Drainage to Lower Grand River"
"651.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0011","42.9578264103","-85.9531387011","Bass River"
"652.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0012","42.9576435143","-85.9531340084","Bass River"
"653.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0013","42.9576131831","-85.9536729382","Bass River"
"654.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0014","42.9584100419","-85.9533820168","Bass River"
"655.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0015","42.9584061633","-85.9536621539","Bass River"
"656.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0016","42.9577942169","-85.9554627784","Bass River"
"657.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0017","42.9576687996","-85.955436203","Bass River"
"658.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0018","42.9215943818","-85.9028242458","Bass River"
"659.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0019","42.9215982404","-85.9025364952","Bass River"
"660.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0020","42.9213927915","-85.9025080563","Bass River"
"661.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0021","42.8850789139","-85.9016175034","Rush Creek"
"662.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0022","42.8850720428","-85.9012415394","Rush Creek"
"663.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0023","42.8853345614","-85.9015622895","Rush Creek"
"664.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0024","42.8852625879","-85.9017775589","Rush Creek"
"665.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0025","42.921384807","-85.9027837099","Bass River"
"666.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0026","42.923222433","-85.8421956203","Direct Drainage to Lower Grand River"
"667.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0027","42.9244696557","-85.8424276439","Direct Drainage to Lower Grand River"
"668.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0028","42.9244723942","-85.8422150588","Direct Drainage to Lower Grand River"
"669.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0029","42.9232196278","-85.842413386","Direct Drainage to Lower Grand River"
"670.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0030","42.9218115756","-85.8421279372","Direct Drainage to Lower Grand River"
"671.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0031","42.9216742491","-85.8421363316","Direct Drainage to Lower Grand River"
"672.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0032","42.9217791639","-85.8408707663","Direct Drainage to Lower Grand River"
"673.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0033","42.9216677582","-85.840864222","Direct Drainage to Lower Grand River"
"674.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0034","42.9217741167","-85.839707603","Direct Drainage to Lower Grand River"
"675.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0035","42.9216712844","-85.839701265","Direct Drainage to Lower Grand River"
"676.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0036","42.9217559203","-85.8360793085","Direct Drainage to Lower Grand River"
"677.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0037","42.9215842835","-85.836088198","Direct Drainage to Lower Grand River"
"678.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0038","42.9217704633","-85.8375448016","Direct Drainage to Lower Grand River"
"679.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0039","42.9216179619","-85.837547659","Direct Drainage to Lower Grand River"
"680.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0040","42.9217294994","-85.8336799904","Direct Drainage to Lower Grand River"
"681.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0041","42.9215533487","-85.8336693307","Direct Drainage to Lower Grand River"
"682.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0042","42.921729445","-85.8321953947","Direct Drainage to Lower Grand River"
"683.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0043","42.9215438509","-85.8321780326","Direct Drainage to Lower Grand River"
"684.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0044","42.9215013149","-85.8321510934","Direct Drainage to Lower Grand River"
"685.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0045","42.9215238494","-85.8318793444","Direct Drainage to Lower Grand River"
"686.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0046","42.9211392384","-85.832149","Direct Drainage to Lower Grand River"
"687.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0047","42.9211379574","-85.8318766886","Direct Drainage to Lower Grand River"
"688.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0048","42.9202727733","-85.8320960629","Direct Drainage to Lower Grand River"
"689.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0049","42.9202559595","-85.8319206294","Direct Drainage to Lower Grand River"
"690.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0050","42.9216566119","-85.8206264068","Direct Drainage to Lower Grand River"
"691.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0051","42.9215461083","-85.8206238099","Direct Drainage to Lower Grand River"
"692.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0052","42.9216919706","-85.8163329503","Direct Drainage to Lower Grand River"
"693.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0053","42.9215738459","-85.8163301825","Direct Drainage to Lower Grand River"
"694.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0054","42.9216726656","-85.8190605102","Direct Drainage to Lower Grand River"
