"FID","SUBTYPE","JURISDICTI","OWNER","SOURCE","LOCAL_ID","FACILITYID","Lat","Long","Subbasin"
"1305.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0665","43.0365859433","-85.8271678962","Sand Creek"
"1306.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0666","43.0364847303","-85.8271655024","Sand Creek"
"1307.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0667","43.0365813852","-85.8263559143","Sand Creek"
"1308.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0668","43.0364921311","-85.8263497452","Sand Creek"
"1309.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0669","43.037028619","-85.8265450993","Sand Creek"
"1310.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0670","43.034672755","-85.8270495833","Sand Creek"
"1311.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0671","43.0347192668","-85.8269045503","Sand Creek"
"1312.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0672","43.0345184047","-85.8272448358","Sand Creek"
"1313.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0673","43.0359098812","-85.8278785266","Sand Creek"
"1314.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0674","43.0359153897","-85.8276797499","Sand Creek"
"1315.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0675","43.0354544741","-85.8278636917","Sand Creek"
"1316.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0676","43.0352360468","-85.8277123893","Sand Creek"
"1317.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0677","43.0355263218","-85.8285351766","Sand Creek"
"1318.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0678","43.034696616","-85.8277483381","Sand Creek"
"1319.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0679","43.0346943943","-85.8279228331","Sand Creek"
"1320.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0680","43.0345624509","-85.8277614008","Sand Creek"
"1321.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0681","43.0327971445","-85.8280225226","Sand Creek"
"1322.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0682","43.0327878361","-85.8278869199","Sand Creek"
"1323.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0683","43.0319723528","-85.8280882456","Sand Creek"
"1324.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0684","43.0319595588","-85.8279375199","Sand Creek"
"1325.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0685","43.0311275401","-85.8279930441","Sand Creek"
"1326.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0686","43.0311368484","-85.8281286432","Sand Creek"
"1327.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0687","43.0311384188","-85.8282941434","Sand Creek"
"1328.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0688","43.0311117069","-85.8277921083","Sand Creek"
"1329.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0689","42.9629126486","-85.9041668171","Direct Drainage to Lower Grand River"
"1330.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0690","42.9629648881","-85.9038242858","Direct Drainage to Lower Grand River"
"1331.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0691","42.9616025063","-85.9038033893","Direct Drainage to Lower Grand River"
"1332.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0692","42.9615792795","-85.9041141985","Direct Drainage to Lower Grand River"
"1333.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0693","42.9609982848","-85.9040932643","Direct Drainage to Lower Grand River"
"1334.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0694","42.9610306895","-85.9038086349","Direct Drainage to Lower Grand River"
"1335.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0695","42.9599496701","-85.9037687861","Direct Drainage to Lower Grand River"
"1336.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0696","42.9600124378","-85.904062264","Direct Drainage to Lower Grand River"
"1337.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0697","42.9642927982","-85.9039286636","Direct Drainage to Lower Grand River"
"1338.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0698","42.9648891911","-85.9042224581","Direct Drainage to Lower Grand River"
"1339.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0699","42.9648594167","-85.9039557275","Direct Drainage to Lower Grand River"
"1340.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0700","42.9657310387","-85.9039774006","Direct Drainage to Lower Grand River"
"1341.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0701","42.9657272983","-85.9042562768","Direct Drainage to Lower Grand River"
"1342.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0702","42.966241524","-85.9042820412","Direct Drainage to Lower Grand River"
"1343.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0703","42.9662452645","-85.9040031627","Direct Drainage to Lower Grand River"
"1344.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0704","42.9684319848","-85.9040186126","Direct Drainage to Lower Grand River"
"1345.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0705","42.9684017325","-85.9044979676","Direct Drainage to Lower Grand River"
"1346.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0706","42.9690997099","-85.9043669169","Direct Drainage to Lower Grand River"
"1347.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0707","42.9691095782","-85.9040752019","Direct Drainage to Lower Grand River"
"1348.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0708","42.9702017554","-85.9041266938","Direct Drainage to Lower Grand River"
"1349.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0709","42.9701923763","-85.9043819304","Direct Drainage to Lower Grand River"
"1350.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0710","42.9719656682","-85.904429082","Direct Drainage to Lower Grand River"
"1351.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0711","42.9719636293","-85.9041370573","Direct Drainage to Lower Grand River"
"1352.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0712","43.030154719","-86.2070135575","Direct Drainage to Lower Grand River"
"1353.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0713","43.0302495015","-86.2070456091","Direct Drainage to Lower Grand River"
"1354.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0714","43.0376245031","-86.2151771808","Direct Drainage to Lower Grand River"
"1355.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1053","43.0792827067","-86.1971997425","Spring Lake / Norris Creek"
"1356.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1052","43.0792871647","-86.197066737","Spring Lake / Norris Creek"
"1357.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4026","43.0755734337","-86.1987776159","Direct Drainage to Lower Grand River"
"1358.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4024","43.0757252607","-86.1989579028","Direct Drainage to Lower Grand River"
"1359.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4025","43.0757251572","-86.1988255149","Direct Drainage to Lower Grand River"
"1360.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4022","43.0757531117","-86.198978983","Direct Drainage to Lower Grand River"
"1361.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4023","43.0758183615","-86.1993874176","Direct Drainage to Lower Grand River"
"1362.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3051","43.0755588085","-86.1911686846","Direct Drainage to Lower Grand River"
"1363.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3053","43.0754779913","-86.1913831994","Direct Drainage to Lower Grand River"
"1364.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3052","43.0754778412","-86.1912826183","Direct Drainage to Lower Grand River"
"1365.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3050","43.0759581179","-86.1912329078","Direct Drainage to Lower Grand River"
"1366.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3049","43.0759566376","-86.1913773497","Direct Drainage to Lower Grand River"
"1367.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3058","43.0755700101","-86.1886511686","Direct Drainage to Lower Grand River"
"1368.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3060","43.0754876207","-86.1884266433","Direct Drainage to Lower Grand River"
"1369.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3059","43.0754855267","-86.1885354364","Direct Drainage to Lower Grand River"
"1370.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1021","43.0777757226","-86.2059542125","Spring Lake / Norris Creek"
"1371.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1020","43.077872121","-86.2059524991","Spring Lake / Norris Creek"
"1372.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1019","43.0778684255","-86.2056866627","Spring Lake / Norris Creek"
"1373.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1018","43.0778665572","-86.2055261748","Spring Lake / Norris Creek"
"1374.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1023","43.0777538256","-86.2056670961","Spring Lake / Norris Creek"
"1375.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1022","43.0777512416","-86.2054985528","Spring Lake / Norris Creek"
"1376.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2017","43.0754305893","-86.1765628089","Direct Drainage to Lower Grand River"
"1377.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2018","43.0754349105","-86.1764314169","Direct Drainage to Lower Grand River"
"1378.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2019","43.0754356695","-86.176427134","Direct Drainage to Lower Grand River"
"1379.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2013","43.0741264012","-86.1765908011","Direct Drainage to Lower Grand River"
"1380.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2012","43.0740698567","-86.1764812755","Direct Drainage to Lower Grand River"
"1381.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2014","43.074108847","-86.1788693493","Direct Drainage to Lower Grand River"
"1382.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2016","43.0739846527","-86.1789192555","Direct Drainage to Lower Grand River"
"1383.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2015","43.0739430028","-86.1787669081","Direct Drainage to Lower Grand River"
"1384.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2047","43.0731831872","-86.1794975482","Direct Drainage to Lower Grand River"
"1385.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2048","43.0731951671","-86.1797205593","Direct Drainage to Lower Grand River"
"1386.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2049","43.0731155358","-86.1797237349","Direct Drainage to Lower Grand River"
"1387.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2045","43.0723482325","-86.1795400064","Direct Drainage to Lower Grand River"
"1388.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2043","43.072346781","-86.1796470123","Direct Drainage to Lower Grand River"
"1389.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2041","43.0722473103","-86.1790996789","Direct Drainage to Lower Grand River"
"1390.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2038","43.0714449706","-86.1791562503","Direct Drainage to Lower Grand River"
"1391.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2039","43.071444293","-86.1790487141","Direct Drainage to Lower Grand River"
"1392.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2036","43.0713852674","-86.1792348501","Direct Drainage to Lower Grand River"
"1393.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2037","43.0713064773","-86.1792330768","Direct Drainage to Lower Grand River"
"1394.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2023","43.071434815","-86.183351563","Direct Drainage to Lower Grand River"
"1395.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2022","43.0713994922","-86.1832283505","Direct Drainage to Lower Grand River"
"1396.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2020","43.0713774185","-86.1827778642","Direct Drainage to Lower Grand River"
"1397.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2021","43.0712987382","-86.1827813025","Direct Drainage to Lower Grand River"
"1398.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3066","43.0713715187","-86.1856281394","Direct Drainage to Lower Grand River"
"1399.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3065","43.0712912686","-86.185628036","Direct Drainage to Lower Grand River"
"1400.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3064","43.0712926492","-86.1858364058","Direct Drainage to Lower Grand River"
"1401.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3061","43.0704072028","-86.1857048026","Direct Drainage to Lower Grand River"
"1402.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2054","43.0704481109","-86.185550961","Direct Drainage to Lower Grand River"
"1403.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3062","43.0704891254","-86.1859052546","Direct Drainage to Lower Grand River"
"1404.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3063","43.0703894947","-86.1860341408","Direct Drainage to Lower Grand River"
"1405.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3092","43.0693317029","-86.1869207154","Direct Drainage to Lower Grand River"
"1406.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3093","43.0692712888","-86.1868410555","Direct Drainage to Lower Grand River"
"1407.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3091","43.0695207303","-86.1884485545","Direct Drainage to Lower Grand River"
"1408.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3090","43.0694414167","-86.1884468454","Direct Drainage to Lower Grand River"
"1409.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3086","43.0706162671","-86.1898579786","Direct Drainage to Lower Grand River"
"1410.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3085","43.0706149724","-86.1897480196","Direct Drainage to Lower Grand River"
"1411.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3084","43.0704902402","-86.1895156827","Direct Drainage to Lower Grand River"
"1412.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3083","43.0703974323","-86.1895153263","Direct Drainage to Lower Grand River"
"1413.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3015","43.0729079564","-86.1913932083","Direct Drainage to Lower Grand River"
"1414.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3016","43.0729076336","-86.1912855538","Direct Drainage to Lower Grand River"
"1415.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3014","43.0727031669","-86.1912876997","Direct Drainage to Lower Grand River"
"1416.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3011","43.072871049","-86.1926916067","Direct Drainage to Lower Grand River"
"1417.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3012","43.0727608366","-86.1927450317","Direct Drainage to Lower Grand River"
"1418.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3013","43.0728656001","-86.1925108224","Direct Drainage to Lower Grand River"
"1419.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3009","43.0728626652","-86.1949522065","Direct Drainage to Lower Grand River"
"1420.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3010","43.0727671007","-86.1949524115","Direct Drainage to Lower Grand River"
"1421.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3017","43.0730037998","-86.1956354576","Direct Drainage to Lower Grand River"
"1422.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3018","43.0730026823","-86.1957658869","Direct Drainage to Lower Grand River"
"1423.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3019","43.0738725376","-86.1957708915","Direct Drainage to Lower Grand River"
"1424.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3020","43.0741458786","-86.1955755332","Direct Drainage to Lower Grand River"
"1425.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3022","43.0741431498","-86.1952559079","Direct Drainage to Lower Grand River"
"1426.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3021","43.0740613125","-86.1952601658","Direct Drainage to Lower Grand River"
"1427.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3023","43.0740580326","-86.1949188818","Direct Drainage to Lower Grand River"
"1428.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3024","43.0740521116","-86.1940824258","Direct Drainage to Lower Grand River"
"1429.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3025","43.0740455463","-86.1932553263","Direct Drainage to Lower Grand River"
"1430.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3034","43.0741265583","-86.1932313792","Direct Drainage to Lower Grand River"
"1431.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3035","43.0741279402","-86.1933380714","Direct Drainage to Lower Grand River"
"1432.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3026","43.0741219288","-86.1925735437","Direct Drainage to Lower Grand River"
"1433.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3027","43.0740336231","-86.1925050792","Direct Drainage to Lower Grand River"
"1434.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3029","43.0741300141","-86.1912217579","Direct Drainage to Lower Grand River"
"1435.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3028","43.0740320141","-86.1912091343","Direct Drainage to Lower Grand River"
"1436.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3030","43.0740189191","-86.1896394661","Direct Drainage to Lower Grand River"
"1437.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3031","43.0741156055","-86.1895054715","Direct Drainage to Lower Grand River"
"1438.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3032","43.0741123409","-86.18835012","Direct Drainage to Lower Grand River"
"1439.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3033","43.0741130811","-86.1886193627","Direct Drainage to Lower Grand River"
"1440.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3077","43.0741035474","-86.185908038","Direct Drainage to Lower Grand River"
"1441.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3078","43.0739941319","-86.1858563022","Direct Drainage to Lower Grand River"
"1442.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2044","43.0741052247","-86.1856164644","Direct Drainage to Lower Grand River"
"1443.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2046","43.0740082715","-86.1856128922","Direct Drainage to Lower Grand River"
"1444.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3080","43.0756433421","-86.1859124368","Direct Drainage to Lower Grand River"
"1445.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3079","43.0755465656","-86.1859143348","Direct Drainage to Lower Grand River"
"1446.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3081","43.0761309685","-86.1858344525","Direct Drainage to Lower Grand River"
"1447.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3082","43.0761290466","-86.1856990413","Direct Drainage to Lower Grand River"
"1448.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1070","43.0777160113","-86.1859166269","Spring Lake / Norris Creek"
"1449.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1069","43.0776361619","-86.1857065382","Spring Lake / Norris Creek"
"1450.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1059","43.0793735753","-86.1871523954","Spring Lake / Norris Creek"
"1451.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1060","43.0800706769","-86.1858585481","Spring Lake / Norris Creek"
"1452.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1061","43.0799121746","-86.1857251252","Spring Lake / Norris Creek"
"1453.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1057","43.0792528218","-86.1878902005","Spring Lake / Norris Creek"
"1454.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1058","43.0792594755","-86.1878480483","Spring Lake / Norris Creek"
"1455.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1056","43.0791484","-86.1886058934","Spring Lake / Norris Creek"
"1456.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1055","43.0791542263","-86.1891490365","Spring Lake / Norris Creek"
"1457.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1054","43.0791687164","-86.1899012059","Spring Lake / Norris Creek"
"1458.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1074","43.0772017489","-86.1905892898","Spring Lake / Norris Creek"
"1459.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1073","43.07719982","-86.1906858552","Spring Lake / Norris Creek"
"1460.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3042","43.0757182219","-86.1950128734","Direct Drainage to Lower Grand River"
"1461.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3043","43.0757220697","-86.1951228306","Direct Drainage to Lower Grand River"
"1462.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1081","43.0770496081","-86.197112859","Spring Lake / Norris Creek"
"1463.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1082","43.077053225","-86.1972073103","Spring Lake / Norris Creek"
"1464.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1083","43.0770529749","-86.1972217942","Spring Lake / Norris Creek"
"1465.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4002","43.0762056502","-86.197622117","Direct Drainage to Lower Grand River"
"1466.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4003","43.076231","-86.1974357249","Direct Drainage to Lower Grand River"
"1467.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4001","43.0762162842","-86.1982685989","Direct Drainage to Lower Grand River"
"1468.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1048","43.0777264921","-86.1988013169","Spring Lake / Norris Creek"
"1469.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1049","43.0777274345","-86.1989902973","Spring Lake / Norris Creek"
"1470.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1046","43.0779051912","-86.1988371469","Spring Lake / Norris Creek"
"1471.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1047","43.0779026264","-86.1989462848","Spring Lake / Norris Creek"
"1472.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1044","43.0784374766","-86.1988339424","Spring Lake / Norris Creek"
"1473.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1045","43.0784357628","-86.1989439314","Spring Lake / Norris Creek"
"1474.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1041","43.0789400084","-86.1988033473","Spring Lake / Norris Creek"
"1475.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1042","43.0789343849","-86.1989855065","Spring Lake / Norris Creek"
"1476.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1043","43.0788393423","-86.1989840094","Spring Lake / Norris Creek"
"1477.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1038","43.0800018483","-86.198934995","Spring Lake / Norris Creek"
"1478.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1040","43.0795693626","-86.1984355104","Spring Lake / Norris Creek"
"1479.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1039","43.0797014729","-86.1989501846","Spring Lake / Norris Creek"
"1480.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1029","43.0779107793","-86.2018386053","Spring Lake / Norris Creek"
"1481.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1028","43.0779115079","-86.2019480926","Spring Lake / Norris Creek"
"1482.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1030","43.0776912167","-86.2018371905","Spring Lake / Norris Creek"
"1483.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1025","43.0778564035","-86.2029815912","Spring Lake / Norris Creek"
"1484.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1024","43.0778585197","-86.2033447348","Spring Lake / Norris Creek"
"1485.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1026","43.0777605046","-86.2033480059","Spring Lake / Norris Creek"
"1486.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1027","43.0777585395","-86.2029740851","Spring Lake / Norris Creek"
"1487.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1090","43.0810561278","-86.1856725574","Spring Lake / Norris Creek"
