dr_asset_id,dr_discharge,dr_jurisdiction,dr_lat,dr_lon,dr_owner,dr_subtype,dr_subwatershed,dr_type
VC_272,Lower Thornapple River,Village of Caledonia,42.7979358228,-85.5157183427,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
VC_265,Lower Thornapple River,Village of Caledonia,42.798672045,-85.5157347339,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
VC_271,Lower Thornapple River,Village of Caledonia,42.7981446191,-85.5157845045,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
VC_6008,Lower Thornapple River,Village of Caledonia,42.789668709299995,-85.5160307758,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
VC_24,Lower Thornapple River,Village of Caledonia,42.7886357629,-85.5161645198,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
VC_135,Lower Thornapple River,Village of Caledonia,42.7891888757,-85.5161813761,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
VC_252,Lower Thornapple River,Village of Caledonia,42.8011722159,-85.51623415600001,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
VC_268,Lower Thornapple River,Village of Caledonia,42.7992768263,-85.5162463752,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
VC_269,Lower Thornapple River,Village of Caledonia,42.7992640184,-85.516343562,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
VC_253,Lower Thornapple River,Village of Caledonia,42.8011874634,-85.5163441,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
VC_25,Lower Thornapple River,Village of Caledonia,42.788643706100004,-85.516429104,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
VC_134,Lower Thornapple River,Village of Caledonia,42.7891239201,-85.5164570784,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
VC_136,Lower Thornapple River,Village of Caledonia,42.789085092,-85.5165966679,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
VC_133,Lower Thornapple River,Village of Caledonia,42.789280723400005,-85.5166407891,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
VC_132,Lower Thornapple River,Village of Caledonia,42.7891804446,-85.5167384843,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
VC_137,Lower Thornapple River,Village of Caledonia,42.7887175862,-85.5177387442,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
VC_131,Lower Thornapple River,Village of Caledonia,42.7890919592,-85.5177934764,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
VC_130,Lower Thornapple River,Village of Caledonia,42.7890927518,-85.51790331069999,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
VC_129,Lower Thornapple River,Village of Caledonia,42.7892569943,-85.51799262,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
VC_138,Lower Thornapple River,Village of Caledonia,42.7887126522,-85.5179954045,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
VC_6002,Lower Thornapple River,Village of Caledonia,42.8027778523,-85.518012643,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
VC_139,Lower Thornapple River,Village of Caledonia,42.788607721,-85.51836388560001,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
VC_142,Lower Thornapple River,Village of Caledonia,42.7885995997,-85.5189192168,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
VC_144,Lower Thornapple River,Village of Caledonia,42.788097715999996,-85.5189898901,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
VC_145,Lower Thornapple River,Village of Caledonia,42.7880948242,-85.5190774882,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
VC_141,Lower Thornapple River,Village of Caledonia,42.7885959599,-85.5191680796,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
VC_128,Lower Thornapple River,Village of Caledonia,42.7891363475,-85.5193059621,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
VC_127,Lower Thornapple River,Village of Caledonia,42.7892337054,-85.519308767,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
VC_67,Lower Thornapple River,Village of Caledonia,42.7885787949,-85.52006424460002,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
VC_125,Lower Thornapple River,Village of Caledonia,42.7891221015,-85.5201003923,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
VC_126,Lower Thornapple River,Village of Caledonia,42.789220411799995,-85.5201072355,Village of Caledonia,15.0,Lower Thornapple River,Storm Water Inlet Drain
