"FID","SUBTYPE","JURISDICTI","OWNER","LOCAL_ID","FACILITYID","Lat","Long","Subbasin","Shape_Le_2","Shape_Area"
"36029.0","0.0"," ","City of Grand Haven DPW","45591"," ","43.0604530863","-86.2293283041","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36030.0","0.0"," ","City of Grand Haven DPW","45592"," ","43.0604031445","-86.2293502772","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36031.0","0.0"," ","City of Grand Haven DPW","45593"," ","43.0603723457","-86.2292535474","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36032.0","0.0"," ","City of Grand Haven DPW","45594"," ","43.0618265937","-86.2340396775","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36033.0","0.0"," ","City of Grand Haven DPW","45595"," ","43.0628365878","-86.2335982466","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36034.0","0.0"," ","City of Grand Haven DPW","45596"," ","43.0627516481","-86.2336829996","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36035.0","0.0"," ","City of Grand Haven DPW","45597"," ","43.0627052196","-86.2335350719","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36036.0","0.0"," ","City of Grand Haven DPW","45598"," ","43.0627985242","-86.2335031132","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36037.0","0.0"," ","City of Grand Haven DPW","45599"," ","43.0622094632","-86.2320729804","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36038.0","0.0"," ","City of Grand Haven DPW","45600"," ","43.0618708554","-86.2303924196","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36039.0","0.0"," ","City of Grand Haven DPW","45601"," ","43.0618381143","-86.2303112836","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36040.0","0.0"," ","City of Grand Haven DPW","45602"," ","43.0617505544","-86.2303159255","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36041.0","0.0"," ","City of Grand Haven DPW","45603"," ","43.0618005377","-86.2304868387","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36042.0","0.0"," ","City of Grand Haven DPW","45604"," ","43.0612895222","-86.2288540768","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36043.0","0.0"," ","City of Grand Haven DPW","45605"," ","43.0612575306","-86.2287421132","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36044.0","0.0"," ","City of Grand Haven DPW","45606"," ","43.0612529779","-86.2286753766","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36045.0","0.0"," ","City of Grand Haven DPW","45607"," ","43.0612149805","-86.2287792517","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36046.0","0.0"," ","City of Grand Haven DPW","45608"," ","43.0608725818","-86.2270760111","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36047.0","0.0"," ","City of Grand Haven DPW","45609"," ","43.0607615308","-86.2271291307","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36048.0","0.0"," ","City of Grand Haven DPW","45610"," ","43.0608064148","-86.2272853112","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36049.0","0.0"," ","City of Grand Haven DPW","45611"," ","43.0604281296","-86.2254924968","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36050.0","0.0"," ","City of Grand Haven DPW","45612"," ","43.0599424272","-86.2240838232","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36051.0","0.0"," ","City of Grand Haven DPW","45613"," ","43.0598810528","-86.2241211373","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36052.0","0.0"," ","City of Grand Haven DPW","45614"," ","43.059787554","-86.2240800726","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36053.0","0.0"," ","City of Grand Haven DPW","45615"," ","43.0597675202","-86.2239975041","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36054.0","0.0"," ","City of Grand Haven DPW","45616"," ","43.0598204982","-86.2239426314","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36055.0","0.0"," ","City of Grand Haven DPW","45617"," ","43.0598495719","-86.224065359","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36056.0","0.0"," ","City of Grand Haven DPW","45618"," ","43.0596761599","-86.2232075639","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36057.0","0.0"," ","City of Grand Haven DPW","45619"," ","43.059605263","-86.2232104119","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36058.0","0.0"," ","City of Grand Haven DPW","45620"," ","43.0594536389","-86.2224842225","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36059.0","0.0"," ","City of Grand Haven DPW","45621"," ","43.0593935183","-86.2225162832","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36060.0","0.0"," ","City of Grand Haven DPW","45622"," ","43.0594844999","-86.222374838","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36061.0","0.0"," ","City of Grand Haven DPW","45623"," ","43.0606693025","-86.2232080204","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36062.0","0.0"," ","City of Grand Haven DPW","45624"," ","43.060642288","-86.2231182966","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36063.0","0.0"," ","City of Grand Haven DPW","45625"," ","43.0605537942","-86.2231394289","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36064.0","0.0"," ","City of Grand Haven DPW","45626"," ","43.0605675279","-86.2231986984","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36065.0","0.0"," ","City of Grand Haven DPW","45627"," ","43.0606585461","-86.2234756859","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36066.0","0.0"," ","City of Grand Haven DPW","45628"," ","43.0606886643","-86.2236005686","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36067.0","0.0"," ","City of Grand Haven DPW","45629"," ","43.0611182455","-86.2232350003","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36068.0","0.0"," ","City of Grand Haven DPW","45630"," ","43.0612209585","-86.2232650144","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36069.0","0.0"," ","City of Grand Haven DPW","45631"," ","43.0615329168","-86.2231189698","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36070.0","0.0"," ","City of Grand Haven DPW","45632"," ","43.061491624","-86.2230088062","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36071.0","0.0"," ","City of Grand Haven DPW","45634"," ","43.0612888909","-86.2222644803","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36072.0","0.0"," ","City of Grand Haven DPW","45635"," ","43.0612858163","-86.2222532874","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36073.0","0.0"," ","City of Grand Haven DPW","45636"," ","43.0613836817","-86.2221907397","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36074.0","0.0"," ","City of Grand Haven DPW","45639"," ","43.0613851293","-86.2222018837","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36075.0","0.0"," ","City of Grand Haven DPW","45642"," ","43.0549205797","-86.2313256303","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36076.0","0.0"," ","City of Grand Haven DPW","45643"," ","43.0526943588","-86.2156408365","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36077.0","0.0"," ","City of Grand Haven DPW","45644"," ","43.0595293501","-86.2336374804","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36078.0","0.0"," ","City of Grand Haven DPW","45645"," ","43.0577075798","-86.2343988341","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36079.0","0.0"," ","City of Grand Haven DPW","45646"," ","43.0561773225","-86.2330024893","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36080.0","0.0"," ","City of Grand Haven DPW","45647"," ","43.0490783835","-86.2240858731","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36081.0","0.0"," ","City of Grand Haven DPW","45648"," ","43.0589166321","-86.2225119369","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36082.0","0.0"," ","City of Grand Haven DPW","45649"," ","43.0490798189","-86.2239533698","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36083.0","0.0"," ","City of Grand Haven DPW","45650"," ","43.0492463834","-86.2239336238","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36084.0","0.0"," ","City of Grand Haven DPW","45656"," ","43.0446424301","-86.2200632386","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36085.0","0.0"," ","City of Grand Haven DPW","45657"," ","43.0453231669","-86.2200051697","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36086.0","0.0"," ","City of Grand Haven DPW","45661"," ","43.0444347317","-86.2191225628","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36087.0","0.0"," ","City of Grand Haven DPW","45662"," ","43.0450463512","-86.2205843743","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36088.0","0.0"," ","City of Grand Haven DPW","45663"," ","43.0459782843","-86.2200124854","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36089.0","0.0"," ","City of Grand Haven DPW","45674"," ","43.0446017638","-86.2174698124","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36090.0","0.0"," ","City of Grand Haven DPW","45684"," ","43.0580573782","-86.2234105296","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36091.0","0.0"," ","City of Grand Haven DPW","45690"," ","43.0499326189","-86.219970637","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36092.0","0.0"," ","City of Grand Haven DPW","45691"," ","43.0494493485","-86.2199561295","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36093.0","0.0"," ","City of Grand Haven DPW","45692"," ","43.0538115872","-86.2208384961","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36094.0","0.0"," ","City of Grand Haven DPW","45697"," ","43.0608481547","-86.2241187759","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36095.0","0.0"," ","City of Grand Haven DPW","45698"," ","43.0617391404","-86.2267449225","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36096.0","0.0"," ","City of Grand Haven DPW","45699"," ","43.0616494032","-86.2267912303","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36097.0","0.0"," ","City of Grand Haven DPW","45700"," ","43.0616152976","-86.2266781762","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36098.0","0.0"," ","City of Grand Haven DPW","45701"," ","43.0617042744","-86.2266260139","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36099.0","0.0"," ","City of Grand Haven DPW","45702"," ","43.0618409828","-86.22711324","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36100.0","0.0"," ","City of Grand Haven DPW","45703"," ","43.0618433599","-86.2271249801","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36101.0","0.0"," ","City of Grand Haven DPW","45704"," ","43.0617095903","-86.2269844192","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36102.0","0.0"," ","City of Grand Haven DPW","45705"," ","43.0621856816","-86.2282217268","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36103.0","0.0"," ","City of Grand Haven DPW","45706"," ","43.062232683","-86.2282060675","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36104.0","0.0"," ","City of Grand Haven DPW","45707"," ","43.0622221246","-86.2283423641","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36105.0","0.0"," ","City of Grand Haven DPW","45708"," ","43.0622627833","-86.2283060221","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36106.0","0.0"," ","City of Grand Haven DPW","45709"," ","43.0621335761","-86.2283977555","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36107.0","0.0"," ","City of Grand Haven DPW","45710"," ","43.0620412927","-86.2283744808","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36108.0","0.0"," ","City of Grand Haven DPW","45712"," ","43.062754224","-86.2299327759","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36109.0","0.0"," ","City of Grand Haven DPW","45713"," ","43.062709009","-86.2298100787","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36110.0","0.0"," ","City of Grand Haven DPW","45714"," ","43.0626811823","-86.2298092387","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36111.0","0.0"," ","City of Grand Haven DPW","45715"," ","43.0625680103","-86.2298091231","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36112.0","0.0"," ","City of Grand Haven DPW","45716"," ","43.0625419656","-86.2299222422","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36113.0","0.0"," ","City of Grand Haven DPW","45717"," ","43.0625653879","-86.2300079643","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36114.0","0.0"," ","City of Grand Haven DPW","45718"," ","43.062817051","-86.2306422547","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36115.0","0.0"," ","City of Grand Haven DPW","45719"," ","43.0628926216","-86.2306034054","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36116.0","0.0"," ","City of Grand Haven DPW","45722"," ","43.0630465459","-86.2316033924","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36117.0","0.0"," ","City of Grand Haven DPW","45723"," ","43.0630245848","-86.2315215554","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36118.0","0.0"," ","City of Grand Haven DPW","45724"," ","43.0630514933","-86.2314182535","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36119.0","0.0"," ","City of Grand Haven DPW","45725"," ","43.0631495953","-86.2314326889","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36120.0","0.0"," ","City of Grand Haven DPW","45726"," ","43.0631887737","-86.2315697511","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36121.0","0.0"," ","City of Grand Haven DPW","45727"," ","43.0636305273","-86.2330227999","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36122.0","0.0"," ","City of Grand Haven DPW","45728"," ","43.0636727919","-86.2331778315","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36123.0","0.0"," ","City of Grand Haven DPW","45729"," ","43.0635996991","-86.2332567104","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36124.0","0.0"," ","City of Grand Haven DPW","45730"," ","43.0635279379","-86.2332060972","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36125.0","0.0"," ","City of Grand Haven DPW","45731"," ","43.0635022085","-86.2331263361","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36126.0","0.0"," ","City of Grand Haven DPW","45732"," ","43.0635715516","-86.2331831951","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36127.0","0.0"," ","City of Grand Haven DPW","45733"," ","43.0635293206","-86.2330260578","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36128.0","0.0"," ","City of Grand Haven DPW","45734"," ","43.0617011464","-86.2232671511","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36129.0","0.0"," ","City of Grand Haven DPW","45735"," ","43.0615983941","-86.2233095124","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36130.0","0.0"," ","City of Grand Haven DPW","45736"," ","43.0621386967","-86.2246673049","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36131.0","0.0"," ","City of Grand Haven DPW","45737"," ","43.0620074464","-86.2247115154","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36132.0","0.0"," ","City of Grand Haven DPW","45739"," ","43.0624695058","-86.2262140467","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36133.0","0.0"," ","City of Grand Haven DPW","45740"," ","43.0626229493","-86.226249409","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36134.0","0.0"," ","City of Grand Haven DPW","45741"," ","43.0625721259","-86.2261402925","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36135.0","0.0"," ","City of Grand Haven DPW","45742"," ","43.0630604547","-86.2277175747","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36136.0","0.0"," ","City of Grand Haven DPW","45743"," ","43.0598314802","-86.2393956764","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36137.0","0.0"," ","City of Grand Haven DPW","45744"," ","43.0629754132","-86.2276801728","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36138.0","0.0"," ","City of Grand Haven DPW","45745"," ","43.062926763","-86.2278078108","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36139.0","0.0"," ","City of Grand Haven DPW","45749"," ","43.0635241893","-86.2292645399","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36140.0","0.0"," ","City of Grand Haven DPW","45750"," ","43.0637663985","-86.2300619837","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36141.0","0.0"," ","City of Grand Haven DPW","45751"," ","43.063635723","-86.2301309017","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36142.0","0.0"," ","City of Grand Haven DPW","45752"," ","43.0640081729","-86.2308780753","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36143.0","0.0"," ","City of Grand Haven DPW","45753"," ","43.0639361614","-86.2311383826","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36144.0","0.0"," ","City of Grand Haven DPW","45754"," ","43.0638902206","-86.2309859437","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36145.0","0.0"," ","City of Grand Haven DPW","45755"," ","43.064112695","-86.2317209572","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36146.0","0.0"," ","City of Grand Haven DPW","45756"," ","43.0642441955","-86.2316533574","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36147.0","0.0"," ","City of Grand Haven DPW","45757"," ","43.0644672092","-86.2323969549","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36148.0","0.0"," ","City of Grand Haven DPW","45758"," ","43.0644120443","-86.2327505031","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36149.0","0.0"," ","City of Grand Haven DPW","45759"," ","43.0643405298","-86.2326308467","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36150.0","0.0"," ","City of Grand Haven DPW","45760"," ","43.0648920935","-86.2338112898","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36151.0","0.0"," ","City of Grand Haven DPW","45761"," ","43.0649693211","-86.2341442545","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36152.0","0.0"," ","City of Grand Haven DPW","45762"," ","43.0647546462","-86.234089855","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36153.0","0.0"," ","City of Grand Haven DPW","45763"," ","43.0640772787","-86.2344612634","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36154.0","0.0"," ","City of Grand Haven DPW","45764"," ","43.0640410558","-86.2344301107","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36155.0","0.0"," ","City of Grand Haven DPW","45765"," ","43.0639563468","-86.2345468629","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36156.0","0.0"," ","City of Grand Haven DPW","45766"," ","43.0639618623","-86.2344541274","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36157.0","0.0"," ","City of Grand Haven DPW","45768"," ","43.0632132344","-86.2349505969","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36158.0","0.0"," ","City of Grand Haven DPW","45769"," ","43.0631388171","-86.2349901841","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36159.0","0.0"," ","City of Grand Haven DPW","45770"," ","43.0623742107","-86.2353655058","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36160.0","0.0"," ","City of Grand Haven DPW","45771"," ","43.0623059354","-86.2354572493","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36161.0","0.0"," ","City of Grand Haven DPW","45772"," ","43.0619955521","-86.2356542706","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36162.0","0.0"," ","City of Grand Haven DPW","45773"," ","43.0620722627","-86.2358494513","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36163.0","0.0"," ","City of Grand Haven DPW","45775"," ","43.0650636601","-86.2341654526","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36164.0","0.0"," ","City of Grand Haven DPW","45778"," ","43.0654000309","-86.2338704186","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36165.0","0.0"," ","City of Grand Haven DPW","45779"," ","43.0657693617","-86.23347223","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36166.0","0.0"," ","City of Grand Haven DPW","45780"," ","43.0656996857","-86.2335475431","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36167.0","0.0"," ","City of Grand Haven DPW","45781"," ","43.0655321123","-86.2329656087","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36168.0","0.0"," ","City of Grand Haven DPW","45782"," ","43.0655884165","-86.2329220254","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36169.0","0.0"," ","City of Grand Haven DPW","45784"," ","43.0651913776","-86.2321733795","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36170.0","0.0"," ","City of Grand Haven DPW","45785"," ","43.0652262418","-86.2322573748","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36171.0","0.0"," ","City of Grand Haven DPW","45786"," ","43.0652633233","-86.2321252586","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36172.0","0.0"," ","City of Grand Haven DPW","45787"," ","43.0650829436","-86.2311942017","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36173.0","0.0"," ","City of Grand Haven DPW","45788"," ","43.06500396","-86.2312387786","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36174.0","0.0"," ","City of Grand Haven DPW","45790"," ","43.06484441","-86.2304100263","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36175.0","0.0"," ","City of Grand Haven DPW","45791"," ","43.0647641957","-86.2304455176","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36176.0","0.0"," ","City of Grand Haven DPW","45792"," ","43.0647365665","-86.2305276812","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36177.0","0.0"," ","City of Grand Haven DPW","45793"," ","43.0647558497","-86.2306819636","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36178.0","0.0"," ","City of Grand Haven DPW","45794"," ","43.0646219015","-86.229701512","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36179.0","0.0"," ","City of Grand Haven DPW","45795"," ","43.0645754089","-86.2298156969","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36180.0","0.0"," ","City of Grand Haven DPW","45796"," ","43.064360956","-86.2288033208","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36181.0","0.0"," ","City of Grand Haven DPW","45797"," ","43.0643498157","-86.2287902333","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36182.0","0.0"," ","City of Grand Haven DPW","45798"," ","43.0643361147","-86.2290585081","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36183.0","0.0"," ","City of Grand Haven DPW","45799"," ","43.0642888134","-86.2288867603","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36184.0","0.0"," ","City of Grand Haven DPW","45800"," ","43.0642847916","-86.2288465637","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36185.0","0.0"," ","City of Grand Haven DPW","45801"," ","43.0642511524","-86.2284307474","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36186.0","0.0"," ","City of Grand Haven DPW","45802"," ","43.0638991222","-86.2272635819","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36187.0","0.0"," ","City of Grand Haven DPW","45803"," ","43.0638151922","-86.2273224163","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36188.0","0.0"," ","City of Grand Haven DPW","45804"," ","43.0638500889","-86.2274406204","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36189.0","0.0"," ","City of Grand Haven DPW","45805"," ","43.0637609552","-86.2273518622","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36190.0","0.0"," ","City of Grand Haven DPW","45807"," ","43.0629836351","-86.2242653668","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36191.0","0.0"," ","City of Grand Haven DPW","45808"," ","43.0629239037","-86.224300427","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36192.0","0.0"," ","City of Grand Haven DPW","45809"," ","43.0628914162","-86.2242317099","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36193.0","0.0"," ","City of Grand Haven DPW","45810"," ","43.062842957","-86.2242471857","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36194.0","0.0"," ","City of Grand Haven DPW","45811"," ","43.0628116347","-86.2241516073","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36195.0","0.0"," ","City of Grand Haven DPW","45812"," ","43.0628143131","-86.2236506145","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36196.0","0.0"," ","City of Grand Haven DPW","45813"," ","43.0627310662","-86.2236879563","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36197.0","0.0"," ","City of Grand Haven DPW","45814"," ","43.0625756773","-86.2231258302","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36198.0","0.0"," ","City of Grand Haven DPW","45815"," ","43.0626378187","-86.223107895","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36199.0","0.0"," ","City of Grand Haven DPW","45816"," ","43.0624315548","-86.2224099611","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36200.0","0.0"," ","City of Grand Haven DPW","45817"," ","43.0623648998","-86.2225247635","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36201.0","0.0"," ","City of Grand Haven DPW","45818"," ","43.06241903","-86.2226270612","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36202.0","0.0"," ","City of Grand Haven DPW","45819"," ","43.0624838553","-86.2225905866","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36203.0","0.0"," ","City of Grand Haven DPW","45820"," ","43.0621107932","-86.2216106051","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36204.0","0.0"," ","City of Grand Haven DPW","45822"," ","43.0621638477","-86.2215290063","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36205.0","0.0"," ","City of Grand Haven DPW","45823"," ","43.0632094776","-86.222020079","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36206.0","0.0"," ","City of Grand Haven DPW","45824"," ","43.0632417527","-86.2221614244","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36207.0","0.0"," ","City of Grand Haven DPW","45825"," ","43.0633439399","-86.2221142894","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36208.0","0.0"," ","City of Grand Haven DPW","45826"," ","43.0633010825","-86.2219671259","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
"36209.0","0.0"," ","City of Grand Haven DPW","45827"," ","43.0636464933","-86.2236767186","Direct Drainage to Lower Grand River","1944453.40786","11516492446.1"
