"FID","SUBTYPE","JURISDICTI","OWNER","Source","LOCAL_ID","FACILITYID","Lat","Long","Subbasin"
"57.0","15.0","Village of Caledonia ","Village of Caledonia ","Village of Caledonia ","","C190","42.7985732127","-85.5104388839","Lower Thornapple River"
"58.0","15.0","Village of Caledonia ","Village of Caledonia ","Village of Caledonia ","","C189","42.7985031349","-85.5103506288","Lower Thornapple River"
"59.0","15.0","Village of Caledonia ","Village of Caledonia ","Village of Caledonia ","","C214","42.8006709833","-85.5092757073","Lower Thornapple River"
"60.0","15.0","Village of Caledonia ","Village of Caledonia ","Village of Caledonia ","","C197","42.8001922509","-85.5087898162","Lower Thornapple River"
"61.0","15.0","Village of Caledonia ","Village of Caledonia ","Village of Caledonia ","","C199","42.800412631","-85.5085848893","Lower Thornapple River"
"62.0","15.0","Village of Caledonia ","Village of Caledonia ","Village of Caledonia ","","C198","42.8003988594","-85.5088097517","Lower Thornapple River"
"63.0","15.0","Village of Caledonia ","Village of Caledonia ","Village of Caledonia ","","C196","42.8001891629","-85.5081395547","Lower Thornapple River"
"64.0","15.0","Village of Caledonia ","Village of Caledonia ","Village of Caledonia ","","C195","42.7999793414","-85.5081102763","Lower Thornapple River"
"65.0","15.0","Village of Caledonia ","Village of Caledonia ","Village of Caledonia ","","C203","42.8010601172","-85.508338266","Lower Thornapple River"
"66.0","15.0","Village of Caledonia ","Village of Caledonia ","Village of Caledonia ","","C204","42.8011451098","-85.5083424208","Lower Thornapple River"
"67.0","15.0","Village of Caledonia ","Village of Caledonia ","Village of Caledonia ","","C206","42.8013297137","-85.5084522553","Lower Thornapple River"
"68.0","15.0","Village of Caledonia ","Village of Caledonia ","Village of Caledonia ","","C205","42.801329754","-85.5085581124","Lower Thornapple River"
"69.0","15.0","Village of Caledonia ","Village of Caledonia ","Village of Caledonia ","","C193","42.7991182514","-85.5082845629","Lower Thornapple River"
"70.0","15.0","Village of Caledonia ","Village of Caledonia ","Village of Caledonia ","","C192","42.798445299","-85.5083522205","Lower Thornapple River"
"71.0","15.0","Village of Caledonia ","Village of Caledonia ","Village of Caledonia ","","C191","42.7983709601","-85.508450305","Lower Thornapple River"
"72.0","15.0","Village of Caledonia ","Village of Caledonia ","Village of Caledonia ","","C188","42.7983302831","-85.5084240925","Lower Thornapple River"
"73.0","15.0","Village of Caledonia ","Village of Caledonia ","Village of Caledonia ","","S034","42.7982442303","-85.5090587016","Lower Thornapple River"
"74.0","15.0","Village of Caledonia ","Village of Caledonia ","Village of Caledonia ","","C185","42.7977083073","-85.5085689939","Lower Thornapple River"
"75.0","15.0","Village of Caledonia ","Village of Caledonia ","Village of Caledonia ","","C168","42.7975301714","-85.5081486609","Lower Thornapple River"
"76.0","15.0","Village of Caledonia ","Village of Caledonia ","Village of Caledonia ","","C167","42.7974228005","-85.5081474995","Lower Thornapple River"
